region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color,state
sarasota-bradenton,12900,2014.0,nissan,pathfinder,excellent,6 cylinders,gas,99223.0,clean,automatic,fwd,SUV,black,fl
sarasota-bradenton,5200,2004.0,nissan,armada le,good,8 cylinders,gas,189000.0,clean,automatic,rwd,SUV,white,fl
sarasota-bradenton,16900,2016.0,nissan,rogue,excellent,4 cylinders,gas,41113.0,clean,automatic,fwd,SUV,white,fl
sarasota-bradenton,14995,2004.0,nissan,frontier,like new,6 cylinders,gas,62929.0,clean,automatic,rwd,truck,brown,fl
sarasota-bradenton,4500,2008.0,nissan,sentra,excellent,4 cylinders,gas,128000.0,clean,automatic,fwd,sedan,silver,fl
sarasota-bradenton,4900,2000.0,nissan,frontier,good,6 cylinders,gas,208000.0,clean,manual,rwd,truck,blue,fl
sarasota-bradenton,6900,2013.0,nissan,sentra,like new,4 cylinders,gas,143939.0,clean,automatic,fwd,sedan,red,fl
sarasota-bradenton,5990,2011.0,nissan,sentra,excellent,4 cylinders,gas,143949.0,clean,automatic,fwd,sedan,red,fl
sarasota-bradenton,12900,2015.0,nissan,altima,excellent,6 cylinders,gas,106060.0,clean,automatic,fwd,sedan,white,fl
sarasota-bradenton,9900,2014.0,nissan,altima,excellent,4 cylinders,gas,85554.0,clean,automatic,fwd,sedan,grey,fl
sarasota-bradenton,5900,2010.0,nissan,altima,excellent,4 cylinders,gas,111360.0,clean,automatic,fwd,sedan,blue,fl
south florida,9495,2015.0,nissan,altima 2.5 s,like new,4 cylinders,gas,80000.0,clean,automatic,fwd,sedan,white,fl
south florida,5999,2007.0,nissan,armada lenissan armada,excellent,8 cylinders,gas,190321.0,clean,automatic,4wd,SUV,red,fl
south florida,1800,2005.0,nissan,quest 3.5 sv,excellent,6 cylinders,gas,200654.0,clean,automatic,fwd,mini-van,white,fl
south florida,7991,2010.0,nissan,murano,excellent,6 cylinders,gas,78915.0,clean,automatic,fwd,SUV,grey,fl
south florida,1500,2014.0,nissan,altima,excellent,4 cylinders,gas,75000.0,clean,automatic,fwd,sedan,silver,fl
south florida,2000,2012.0,nissan,altima,fair,3 cylinders,gas,39492.0,clean,automatic,fwd,other,white,fl
south florida,3000,2005.0,nissan,altima,good,4 cylinders,gas,169000.0,rebuilt,automatic,fwd,sedan,silver,fl
south florida,7800,2018.0,nissan,versa,like new,4 cylinders,gas,18500.0,rebuilt,automatic,fwd,sedan,silver,fl
south florida,14550,2019.0,nissan,sentra,excellent,4 cylinders,gas,3878.0,clean,automatic,fwd,sedan,silver,fl
south florida,13650,2019.0,nissan,sentra,excellent,4 cylinders,gas,3878.0,clean,automatic,fwd,sedan,silver,fl
south florida,16500,2017.0,nissan,maxima,excellent,6 cylinders,gas,21000.0,rebuilt,automatic,fwd,sedan,black,fl
south florida,8999,2017.0,nissan,sentra sv,excellent,4 cylinders,gas,70000.0,clean,automatic,fwd,sedan,silver,fl
south florida,25990,2014.0,nissan,370z touring coupe 2d,good,6 cylinders,gas,14498.0,clean,automatic,rwd,coupe,white,fl
south florida,10200,2017.0,nissan,altima sr,like new,4 cylinders,gas,61000.0,clean,automatic,fwd,sedan,black,fl
south florida,19000,2019.0,nissan,frontier,like new,6 cylinders,gas,17000.0,rebuilt,automatic,rwd,pickup,black,fl
south florida,6500,2013.0,nissan,altima,like new,4 cylinders,gas,105000.0,clean,automatic,fwd,sedan,black,fl
south florida,13000,2013.0,nissan,pathfinder s,good,6 cylinders,gas,65145.0,clean,automatic,fwd,SUV,red,fl
south florida,2600,2006.0,nissan,sentra,excellent,4 cylinders,gas,113000.0,clean,automatic,fwd,sedan,grey,fl
south florida,3500,2009.0,nissan,altima 2.5 4dr sedan,good,4 cylinders,gas,114000.0,clean,automatic,fwd,sedan,silver,fl
south florida,5800,2012.0,nissan,sentra sl,excellent,4 cylinders,gas,75000.0,rebuilt,automatic,fwd,sedan,silver,fl
south florida,7900,2012.0,nissan,altima,like new,4 cylinders,gas,90500.0,clean,automatic,fwd,sedan,black,fl
south florida,5900,2006.0,nissan,pathfinder,excellent,6 cylinders,gas,145000.0,clean,automatic,rwd,SUV,brown,fl
south florida,15500,2017.0,nissan,frontier,excellent,4 cylinders,gas,18900.0,clean,automatic,rwd,pickup,blue,fl
south florida,4950,2014.0,nissan,altima,excellent,4 cylinders,gas,103000.0,clean,automatic,fwd,sedan,black,fl
south florida,10395,2017.0,nissan,rogue s awd,like new,4 cylinders,gas,90000.0,clean,automatic,fwd,SUV,grey,fl
south florida,12500,2016.0,nissan,frontier,excellent,6 cylinders,gas,72500.0,rebuilt,automatic,4wd,pickup,brown,fl
south florida,8400,2017.0,nissan,altima,excellent,4 cylinders,gas,55600.0,rebuilt,automatic,fwd,sedan,blue,fl
south florida,5999,2016.0,nissan,versa,excellent,4 cylinders,gas,46000.0,rebuilt,automatic,fwd,sedan,black,fl
south florida,2500,2005.0,nissan,murano s,good,6 cylinders,gas,183987.0,clean,automatic,fwd,SUV,silver,fl
south florida,4995,2012.0,nissan,altima,excellent,4 cylinders,gas,139453.0,clean,automatic,fwd,sedan,blue,fl
south florida,2995,2005.0,nissan,pathfinder,excellent,6 cylinders,gas,209121.0,clean,automatic,rwd,SUV,grey,fl
south florida,5991,2013.0,nissan,sentra,excellent,4 cylinders,gas,114415.0,clean,automatic,fwd,sedan,grey,fl
south florida,4995,2008.0,nissan,maxima sl,like new,4 cylinders,gas,102000.0,clean,automatic,fwd,sedan,black,fl
south florida,7200,2012.0,nissan,rogue economy suv,excellent,4 cylinders,gas,119000.0,clean,automatic,4wd,SUV,black,fl
south florida,4500,2009.0,nissan,murano,excellent,6 cylinders,gas,127000.0,rebuilt,automatic,fwd,SUV,blue,fl
south florida,9900,2016.0,nissan,altima,like new,4 cylinders,gas,125000.0,clean,automatic,fwd,sedan,grey,fl
south florida,6000,2010.0,nissan,pathfinder le,like new,6 cylinders,gas,150066.0,clean,automatic,rwd,SUV,black,fl
south florida,3000,2018.0,nissan,sentra,like new,4 cylinders,gas,19229.0,clean,automatic,fwd,sedan,black,fl
south florida,5500,2014.0,nissan,sentra,excellent,4 cylinders,gas,62000.0,rebuilt,automatic,fwd,sedan,grey,fl
south florida,11900,2013.0,nissan,armada platinum,excellent,8 cylinders,gas,125000.0,clean,automatic,4wd,SUV,black,fl
south florida,11000,2017.0,nissan,altima,excellent,4 cylinders,gas,85000.0,clean,automatic,fwd,sedan,silver,fl
south florida,6500,2012.0,nissan,rogue sv,good,4 cylinders,gas,129000.0,clean,automatic,fwd,SUV,red,fl
space coast,2000,2004.0,nissan,maxima,fair,6 cylinders,gas,78000.0,clean,automatic,fwd,sedan,silver,fl
space coast,3495,2008.0,nissan,versa,good,4 cylinders,gas,167000.0,clean,automatic,fwd,sedan,white,fl
space coast,5295,2013.0,nissan,versa,good,4 cylinders,gas,1.0,clean,automatic,fwd,sedan,white,fl
space coast,5800,2007.0,nissan,xterra s,excellent,6 cylinders,gas,128123.0,clean,automatic,fwd,SUV,red,fl
space coast,3500,2007.0,nissan,murano,excellent,6 cylinders,gas,109000.0,rebuilt,automatic,4wd,SUV,red,fl
space coast,8950,2016.0,nissan,sentra sv,excellent,4 cylinders,gas,103000.0,clean,automatic,fwd,sedan,blue,fl
space coast,14995,2017.0,nissan,sentra sv,excellent,4 cylinders,gas,29526.0,clean,automatic,fwd,sedan,grey,fl
space coast,9900,2007.0,nissan,titan 4wd 5.6l,excellent,8 cylinders,gas,183000.0,clean,automatic,4wd,truck,blue,fl
space coast,3300,1995.0,nissan,pickup truck,good,4 cylinders,gas,208500.0,clean,manual,4wd,truck,custom,fl
space coast,6890,2013.0,nissan,altima,excellent,4 cylinders,gas,101855.0,clean,automatic,fwd,sedan,red,fl
space coast,2500,2003.0,nissan,altima,good,6 cylinders,gas,160000.0,clean,automatic,fwd,sedan,white,fl
st augustine,5900,2010.0,nissan,rogue,good,4 cylinders,gas,101000.0,clean,automatic,4wd,SUV,grey,fl
st augustine,3000,2008.0,nissan,armada,good,8 cylinders,gas,390000.0,clean,automatic,rwd,SUV,green,fl
st augustine,6000,2004.0,nissan,titan,good,8 cylinders,gas,142000.0,clean,automatic,4wd,truck,black,fl
st augustine,29000,2010.0,nissan,370z roadster,excellent,6 cylinders,gas,7084.0,clean,manual,rwd,convertible,custom,fl
st augustine,5300,2006.0,nissan,murano,excellent,6 cylinders,gas,135000.0,clean,automatic,fwd,SUV,blue,fl
tallahassee,3600,2006.0,nissan,altima 2.5 s,excellent,4 cylinders,gas,160000.0,clean,automatic,fwd,sedan,grey,fl
tallahassee,2995,2011.0,nissan,sentra,excellent,4 cylinders,gas,233403.0,clean,automatic,fwd,sedan,silver,fl
tallahassee,3495,2006.0,nissan,altima,excellent,4 cylinders,gas,98360.0,clean,automatic,fwd,sedan,custom,fl
tallahassee,2995,2003.0,nissan,altima,excellent,4 cylinders,gas,129245.0,clean,automatic,fwd,sedan,green,fl
tallahassee,7500,2012.0,nissan,altima 2.5,good,4 cylinders,gas,100000.0,clean,automatic,fwd,sedan,black,fl
tallahassee,3700,2004.0,nissan,pathfinder,good,6 cylinders,gas,164000.0,clean,automatic,rwd,SUV,red,fl
tallahassee,3250,2009.0,nissan,sentra,good,4 cylinders,gas,164000.0,clean,automatic,rwd,sedan,silver,fl
tallahassee,10999,2016.0,nissan,versa note sv,like new,4 cylinders,gas,58000.0,clean,automatic,fwd,hatchback,grey,fl
tallahassee,6999,2016.0,nissan,versa s,good,4 cylinders,gas,80000.0,clean,manual,fwd,sedan,grey,fl
tallahassee,8999,2013.0,nissan,pathfider sv,excellent,6 cylinders,gas,144000.0,clean,automatic,fwd,SUV,grey,fl
tallahassee,12500,2006.0,nissan,350z convertible,good,6 cylinders,gas,52000.0,clean,automatic,rwd,convertible,red,fl
tallahassee,10370,2013.0,nissan,altima,excellent,4 cylinders,gas,86337.0,clean,automatic,fwd,sedan,red,fl
tallahassee,3499,2010.0,nissan,murano s,excellent,6 cylinders,gas,150000.0,clean,automatic,fwd,SUV,blue,fl
tallahassee,4799,2013.0,nissan,sentra,excellent,4 cylinders,gas,131834.0,clean,automatic,fwd,sedan,silver,fl
tallahassee,2000,2007.0,nissan,altima,fair,4 cylinders,gas,80000.0,clean,automatic,4wd,sedan,white,fl
tallahassee,2995,2007.0,nissan,altima,excellent,4 cylinders,gas,211317.0,clean,automatic,fwd,sedan,silver,fl
tallahassee,4495,2009.0,nissan,versa,excellent,4 cylinders,gas,103843.0,clean,automatic,fwd,hatchback,red,fl
tallahassee,4995,2008.0,nissan,versa sl,excellent,4 cylinders,gas,150000.0,clean,automatic,fwd,sedan,white,fl
tampa bay area,4500,2010.0,nissan,versa s,good,4 cylinders,gas,136000.0,clean,automatic,fwd,sedan,grey,fl
tampa bay area,3000,2008.0,nissan,xterra,good,6 cylinders,gas,113200.0,clean,automatic,rwd,hatchback,blue,fl
tampa bay area,7690,2004.0,nissan,frontier,like new,6 cylinders,gas,147000.0,clean,automatic,rwd,truck,red,fl
tampa bay area,6000,2006.0,nissan,titan se,good,8 cylinders,gas,160000.0,clean,automatic,rwd,truck,white,fl
tampa bay area,6500,2008.0,nissan,altima coupe 3.5 se,excellent,6 cylinders,gas,112380.0,clean,automatic,fwd,coupe,grey,fl
tampa bay area,5900,2011.0,nissan,sentra,like new,4 cylinders,gas,120015.0,clean,automatic,fwd,sedan,black,fl
tampa bay area,1500,2007.0,nissan,quest se,excellent,6 cylinders,gas,138000.0,clean,automatic,fwd,mini-van,silver,fl
tampa bay area,25990,2014.0,nissan,370z touring coupe 2d,good,6 cylinders,gas,14498.0,clean,automatic,rwd,coupe,white,fl
tampa bay area,4500,2014.0,nissan,versa,excellent,4 cylinders,gas,88502.0,clean,manual,fwd,sedan,white,fl
tampa bay area,22000,2014.0,nissan,370z touring,excellent,6 cylinders,gas,87722.0,clean,automatic,rwd,coupe,grey,fl
tampa bay area,3000,2000.0,nissan,maxima,good,6 cylinders,gas,192000.0,clean,automatic,fwd,sedan,grey,fl
tampa bay area,17995,2016.0,nissan,rogue sl,excellent,4 cylinders,gas,25406.0,clean,automatic,fwd,SUV,red,fl
tampa bay area,4300,2010.0,nissan,altima 2.5 s,good,4 cylinders,gas,169000.0,clean,automatic,fwd,sedan,black,fl
tampa bay area,24000,2020.0,nissan,altima,excellent,4 cylinders,gas,15000.0,clean,automatic,fwd,sedan,black,fl
tampa bay area,3895,2010.0,nissan,maxima sv,excellent,6 cylinders,gas,205264.0,clean,automatic,fwd,sedan,black,fl
tampa bay area,4000,2012.0,nissan,altima,excellent,4 cylinders,gas,178000.0,clean,automatic,fwd,sedan,black,fl
tampa bay area,10990,2015.0,nissan,rogue select,excellent,4 cylinders,gas,106479.0,clean,automatic,fwd,SUV,silver,fl
tampa bay area,5000,2003.0,nissan,maxima se,good,6 cylinders,gas,87000.0,clean,automatic,rwd,sedan,custom,fl
tampa bay area,4750,2009.0,nissan,altima,like new,4 cylinders,gas,123000.0,clean,manual,fwd,hatchback,grey,fl
tampa bay area,10750,2014.0,nissan,rogue sv awd,good,4 cylinders,gas,72635.0,rebuilt,automatic,4wd,SUV,black,fl
tampa bay area,18999,2018.0,nissan,frontier,excellent,4 cylinders,gas,113646.0,clean,automatic,rwd,truck,silver,fl
tampa bay area,21245,2014.0,nissan,titan,excellent,8 cylinders,gas,92733.0,clean,automatic,rwd,truck,silver,fl
tampa bay area,16977,2016.0,nissan,nv 2500 cargo van,good,6 cylinders,gas,110034.0,clean,automatic,rwd,van,white,fl
tampa bay area,6998,2004.0,nissan,350z,good,6 cylinders,gas,140000.0,clean,manual,rwd,sedan,grey,fl
tampa bay area,3000,2005.0,nissan,sentra,excellent,4 cylinders,gas,115000.0,clean,manual,fwd,sedan,white,fl
treasure coast,6995,2006.0,nissan,altima,good,4 cylinders,gas,95201.0,clean,automatic,rwd,sedan,grey,fl
treasure coast,5999,2015.0,nissan,versa,good,4 cylinders,gas,106193.0,clean,automatic,fwd,hatchback,blue,fl
treasure coast,22300,2015.0,nissan,frontier sv 4x4,excellent,6 cylinders,gas,73468.0,clean,automatic,4wd,pickup,silver,fl
treasure coast,22900,2014.0,nissan,titan pro-4x,like new,8 cylinders,gas,101188.0,clean,automatic,4wd,pickup,red,fl
treasure coast,23700,2014.0,nissan,titan pro-4x,excellent,8 cylinders,gas,101188.0,clean,automatic,4wd,pickup,red,fl
treasure coast,27900,2017.0,nissan,370z touring,like new,6 cylinders,gas,13000.0,clean,automatic,rwd,coupe,white,fl
treasure coast,13390,2015.0,nissan,rogue,like new,4 cylinders,gas,56048.0,clean,automatic,fwd,SUV,white,fl
treasure coast,4000,2002.0,nissan,xterra,good,6 cylinders,gas,241000.0,clean,automatic,fwd,SUV,black,fl
treasure coast,9900,2007.0,nissan,titan 4wd 5.6l,excellent,8 cylinders,gas,183000.0,clean,automatic,4wd,truck,blue,fl
treasure coast,2990,2008.0,nissan,altima,fair,4 cylinders,gas,199211.0,clean,automatic,fwd,coupe,red,fl
treasure coast,6850,2012.0,nissan,altima,like new,4 cylinders,gas,75000.0,clean,automatic,fwd,sedan,grey,fl
treasure coast,22500,2013.0,nissan,titan,excellent,8 cylinders,gas,72500.0,clean,automatic,4wd,pickup,silver,fl
treasure coast,12500,2012.0,nissan,frontier,good,6 cylinders,gas,76500.0,salvage,automatic,rwd,pickup,red,fl
athens,6600,2016.0,nissan,versa,like new,4 cylinders,gas,110500.0,clean,automatic,fwd,sedan,blue,ga
athens,4700,2011.0,nissan,altima,excellent,4 cylinders,gas,136040.0,clean,automatic,rwd,sedan,black,ga
atlanta,15900,2017.0,nissan,murano sv,excellent,6 cylinders,gas,54000.0,clean,automatic,fwd,SUV,black,ga
atlanta,11500,2017.0,nissan,sentra,excellent,4 cylinders,gas,36000.0,clean,automatic,fwd,sedan,black,ga
atlanta,8500,2007.0,nissan,frontier se,excellent,6 cylinders,gas,132500.0,clean,automatic,4wd,truck,silver,ga
atlanta,10995,2010.0,nissan,armada,good,10 cylinders,gas,163865.0,clean,automatic,4wd,SUV,silver,ga
atlanta,10999,2019.0,nissan,versa,like new,4 cylinders,gas,40500.0,clean,automatic,rwd,sedan,red,ga
atlanta,8999,2014.0,nissan,sentra,like new,4 cylinders,gas,125947.0,clean,automatic,fwd,coupe,blue,ga
atlanta,6500,2009.0,nissan,rogue sl,like new,4 cylinders,gas,190000.0,clean,automatic,fwd,SUV,grey,ga
atlanta,4400,2008.0,nissan,xterra,excellent,6 cylinders,gas,200000.0,clean,automatic,fwd,SUV,grey,ga
atlanta,2900,2004.0,nissan,xterra,excellent,6 cylinders,gas,170000.0,clean,automatic,fwd,SUV,silver,ga
atlanta,5900,2013.0,nissan,murano s,excellent,6 cylinders,gas,160000.0,clean,automatic,fwd,sedan,black,ga
atlanta,5000,2011.0,nissan,murano,excellent,4 cylinders,gas,165235.0,clean,automatic,fwd,sedan,blue,ga
atlanta,26590,2018.0,nissan,frontier crew cab sv,good,6 cylinders,other,18219.0,clean,automatic,fwd,pickup,red,ga
atlanta,4500,2007.0,nissan,versa sl,like new,4 cylinders,gas,172112.0,clean,automatic,fwd,sedan,red,ga
atlanta,6500,2015.0,nissan,altima 2.5 s,good,4 cylinders,gas,190000.0,clean,automatic,fwd,sedan,black,ga
atlanta,5500,2007.0,nissan,murano sl awd,excellent,6 cylinders,gas,102000.0,rebuilt,automatic,4wd,SUV,silver,ga
atlanta,7200,2008.0,nissan,armanda,good,8 cylinders,gas,120000.0,clean,automatic,4wd,SUV,black,ga
atlanta,6750,2013.0,nissan,altima,like new,4 cylinders,gas,109000.0,clean,automatic,fwd,sedan,silver,ga
atlanta,3000,2010.0,nissan,maxima,good,6 cylinders,gas,190000.0,clean,automatic,fwd,sedan,silver,ga
atlanta,4477,2007.0,nissan,versa s,excellent,4 cylinders,gas,133000.0,clean,automatic,fwd,sedan,red,ga
atlanta,6400,2010.0,nissan,rogue s,like new,4 cylinders,gas,160700.0,clean,automatic,fwd,SUV,black,ga
atlanta,7000,2006.0,nissan,titan,excellent,8 cylinders,gas,178000.0,clean,automatic,rwd,truck,silver,ga
atlanta,4450,2009.0,nissan,altima 2.5 s,good,4 cylinders,gas,166010.0,clean,automatic,rwd,sedan,grey,ga
atlanta,8999,2011.0,nissan,titan,good,8 cylinders,gas,189301.0,clean,automatic,rwd,truck,silver,ga
atlanta,6200,2014.0,nissan,sentra,excellent,4 cylinders,gas,133000.0,clean,automatic,fwd,sedan,blue,ga
atlanta,6999,1994.0,nissan,300zx coupe with t-tops,good,6 cylinders,gas,173000.0,clean,automatic,rwd,convertible,white,ga
atlanta,47999,2018.0,nissan,titan xd sv,excellent,8 cylinders,diesel,32000.0,clean,automatic,4wd,truck,black,ga
atlanta,29990,2016.0,nissan,frontier crew cab pro-4x,good,6 cylinders,gas,24661.0,clean,automatic,4wd,pickup,white,ga
atlanta,15500,2014.0,nissan,pathfinder sv,excellent,6 cylinders,gas,101800.0,clean,automatic,fwd,SUV,white,ga
atlanta,3000,2006.0,nissan,sentra s,good,4 cylinders,gas,147000.0,clean,automatic,fwd,sedan,black,ga
atlanta,15995,2019.0,nissan,sentra sv,like new,4 cylinders,gas,6116.0,clean,automatic,fwd,sedan,black,ga
atlanta,7500,2006.0,nissan,pathfinder,good,6 cylinders,gas,172348.0,clean,automatic,4wd,SUV,white,ga
atlanta,16875,2015.0,nissan,altima 3.5 sl,excellent,6 cylinders,gas,29813.0,clean,automatic,fwd,sedan,white,ga
atlanta,6990,2015.0,nissan,versa note,good,4 cylinders,gas,67600.0,clean,automatic,rwd,hatchback,white,ga
atlanta,3900,2008.0,nissan,altima,good,6 cylinders,gas,164000.0,clean,automatic,fwd,sedan,silver,ga
augusta,12700,2010.0,nissan,titan se,good,8 cylinders,gas,114500.0,clean,automatic,rwd,truck,grey,ga
augusta,1600,1996.0,nissan,sentra,good,4 cylinders,gas,214348.0,clean,automatic,fwd,sedan,green,ga
augusta,14500,2012.0,nissan,frontier,like new,6 cylinders,gas,90800.0,clean,automatic,rwd,truck,black,ga
columbus,29990,2016.0,nissan,frontier crew cab pro-4x,good,6 cylinders,gas,24661.0,clean,automatic,4wd,pickup,white,ga
macon / warner robins,8900,2013.0,nissan,quest,excellent,6 cylinders,gas,159290.0,salvage,automatic,rwd,offroad,custom,ga
macon / warner robins,4800,2000.0,nissan,frontier xe,good,4 cylinders,gas,139800.0,clean,automatic,fwd,truck,silver,ga
northwest GA,8000,2008.0,nissan,armada,good,8 cylinders,gas,183000.0,clean,automatic,4wd,SUV,black,ga
northwest GA,26000,2017.0,nissan,pathfinder platinum,excellent,6 cylinders,gas,54000.0,clean,automatic,fwd,SUV,white,ga
valdosta,8500,2013.0,nissan,rogue sl awd,good,4 cylinders,gas,154822.0,clean,automatic,fwd,SUV,silver,ga
hawaii,10277,2015.0,nissan,altima,excellent,4 cylinders,gas,74480.0,clean,automatic,fwd,sedan,silver,hi
hawaii,6995,2012.0,nissan,versa sv sedan 4d,good,4 cylinders,gas,77980.0,clean,automatic,fwd,sedan,silver,hi
hawaii,2800,2013.0,nissan,sentra,good,4 cylinders,gas,103000.0,clean,automatic,fwd,sedan,black,hi
hawaii,6500,2001.0,nissan,frontier,good,6 cylinders,gas,130000.0,clean,manual,4wd,truck,silver,hi
hawaii,7000,2015.0,nissan,versa,excellent,4 cylinders,gas,73928.0,clean,automatic,fwd,sedan,silver,hi
hawaii,10995,2013.0,nissan,altima 3.5 sl,good,6 cylinders,gas,36000.0,clean,automatic,fwd,sedan,white,hi
hawaii,13000,2009.0,nissan,frontier,good,6 cylinders,gas,81000.0,clean,automatic,rwd,truck,white,hi
hawaii,99990,2018.0,nissan,gt-r r35,like new,6 cylinders,gas,1234.0,clean,automatic,4wd,coupe,white,hi
hawaii,2999,2014.0,nissan,altima,excellent,4 cylinders,gas,64878.0,clean,automatic,fwd,sedan,white,hi
hawaii,27440,2018.0,nissan,frontier king cab sv,like new,6 cylinders,gas,17937.0,clean,automatic,4wd,truck,white,hi
hawaii,23995,2018.0,nissan,altima sr,like new,4 cylinders,gas,27731.0,clean,automatic,fwd,sedan,grey,hi
hawaii,24444,2018.0,nissan,rogue sv,like new,4 cylinders,gas,36197.0,clean,automatic,fwd,SUV,white,hi
hawaii,24995,2019.0,nissan,rogue s,like new,4 cylinders,gas,17420.0,clean,automatic,fwd,SUV,black,hi
hawaii,42995,2018.0,nissan,titan sv 4x4,excellent,8 cylinders,gas,12299.0,clean,automatic,4wd,truck,silver,hi
hawaii,18444,2018.0,nissan,sentra,like new,4 cylinders,gas,37011.0,clean,automatic,fwd,sedan,blue,hi
hawaii,27333,2017.0,nissan,frontier desert runner,like new,6 cylinders,gas,13120.0,clean,automatic,rwd,truck,white,hi
hawaii,2200,2006.0,nissan,sentra,good,4 cylinders,gas,130000.0,clean,automatic,fwd,sedan,grey,hi
hawaii,10800,2017.0,nissan,altima,good,6 cylinders,gas,27000.0,rebuilt,automatic,fwd,sedan,silver,hi
hawaii,3500,2001.0,nissan,xterra se,fair,6 cylinders,gas,166000.0,clean,automatic,fwd,SUV,white,hi
hawaii,5800,1998.0,nissan,frontier extended cab,good,4 cylinders,gas,189000.0,clean,automatic,rwd,truck,silver,hi
hawaii,11000,2011.0,nissan,rogue,like new,6 cylinders,gas,34500.0,salvage,automatic,rwd,SUV,black,hi
hawaii,9500,2014.0,nissan,sentra sv,good,4 cylinders,gas,88000.0,clean,automatic,fwd,sedan,blue,hi
hawaii,23995,2018.0,nissan,altima sr,excellent,4 cylinders,gas,27741.0,clean,automatic,fwd,sedan,grey,hi
hawaii,24444,2018.0,nissan,rogue,excellent,4 cylinders,gas,36213.0,clean,automatic,fwd,SUV,white,hi
hawaii,7999,1995.0,nissan,homy,excellent,6 cylinders,gas,139622.0,clean,manual,rwd,mini-van,black,hi
hawaii,20500,2017.0,nissan,frontier,excellent,6 cylinders,gas,23533.0,clean,automatic,4wd,truck,grey,hi
hawaii,21995,2018.0,nissan,rogue,excellent,4 cylinders,gas,28000.0,clean,automatic,fwd,SUV,grey,hi
hawaii,19000,2010.0,nissan,frontier,like new,6 cylinders,gas,48000.0,clean,automatic,4wd,truck,silver,hi
hawaii,9995,2015.0,nissan,versa,excellent,4 cylinders,gas,41130.0,clean,automatic,fwd,sedan,silver,hi
hawaii,11800,2014.0,nissan,altima sv,good,4 cylinders,gas,79337.0,clean,automatic,fwd,sedan,silver,hi
hawaii,25995,2019.0,nissan,altima sr,excellent,4 cylinders,gas,17000.0,clean,automatic,fwd,sedan,black,hi
hawaii,23995,2019.0,nissan,altima 2.5 s,excellent,4 cylinders,gas,16200.0,clean,automatic,fwd,sedan,white,hi
hawaii,29998,2019.0,nissan,frontier sl,excellent,6 cylinders,gas,19200.0,clean,automatic,rwd,SUV,silver,hi
hawaii,20000,2011.0,nissan,frontier pro4x flatbed,excellent,6 cylinders,gas,85000.0,clean,automatic,4wd,truck,grey,hi
hawaii,6999,2011.0,nissan,sentra,excellent,4 cylinders,gas,89845.0,clean,automatic,fwd,sedan,silver,hi
hawaii,19995,2012.0,nissan,frontier sv crew cab,excellent,6 cylinders,gas,100264.0,clean,automatic,4wd,truck,black,hi
hawaii,1500,2006.0,nissan,sentra,fair,4 cylinders,gas,166190.0,clean,automatic,fwd,sedan,white,hi
hawaii,11900,2013.0,nissan,altima,good,4 cylinders,gas,70848.0,clean,automatic,fwd,sedan,black,hi
hawaii,21995,2017.0,nissan,rogue sv,like new,4 cylinders,gas,53483.0,clean,automatic,fwd,SUV,white,hi
hawaii,6799,2010.0,nissan,cube,excellent,4 cylinders,gas,102268.0,clean,automatic,fwd,hatchback,black,hi
hawaii,11995,2014.0,nissan,juke,good,4 cylinders,gas,22722.0,clean,automatic,fwd,SUV,white,hi
hawaii,7995,2011.0,nissan,cube,excellent,4 cylinders,gas,52988.0,clean,automatic,fwd,wagon,silver,hi
hawaii,4900,2003.0,nissan,xterra,good,6 cylinders,gas,119000.0,clean,automatic,4wd,SUV,white,hi
hawaii,15900,2010.0,nissan,frontier crew cab le,excellent,6 cylinders,gas,126302.0,clean,automatic,rwd,truck,grey,hi
hawaii,18500,2014.0,nissan,frontier sv,excellent,6 cylinders,gas,69300.0,clean,automatic,rwd,pickup,grey,hi
hawaii,10999,2014.0,nissan,versa note sv,good,4 cylinders,gas,36437.0,clean,automatic,fwd,hatchback,silver,hi
hawaii,11999,2014.0,nissan,sentra 4dr sport /only 8k miles,excellent,4 cylinders,gas,8000.0,clean,manual,fwd,sedan,black,hi
boise,16900,2015.0,nissan,pathfinder,excellent,6 cylinders,gas,78636.0,clean,automatic,4wd,SUV,grey,id
boise,24995,2018.0,nissan,maxima,excellent,6 cylinders,gas,37247.0,clean,automatic,fwd,sedan,black,id
boise,5900,2011.0,nissan,altima 2.5 s,excellent,4 cylinders,gas,129459.0,clean,automatic,fwd,sedan,white,id
boise,8995,2013.0,nissan,maxima,good,6 cylinders,gas,131434.0,clean,automatic,fwd,sedan,blue,id
boise,9995,2015.0,nissan,sentra sr,excellent,4 cylinders,gas,92444.0,clean,automatic,fwd,sedan,black,id
boise,6500,2010.0,nissan,altima 2.5 s,good,4 cylinders,gas,79000.0,salvage,automatic,fwd,sedan,red,id
boise,14995,2017.0,nissan,sentra sl,excellent,4 cylinders,gas,74047.0,clean,automatic,fwd,sedan,red,id
boise,9998,2018.0,nissan,versa,like new,4 cylinders,gas,45072.0,clean,automatic,fwd,sedan,white,id
boise,22900,2017.0,nissan,frontier,like new,6 cylinders,gas,35322.0,clean,automatic,4wd,pickup,grey,id
boise,9995,2013.0,nissan,altima s,excellent,4 cylinders,gas,100467.0,clean,automatic,fwd,sedan,grey,id
boise,6988,2002.0,nissan,maxima,good,6 cylinders,gas,114584.0,clean,automatic,fwd,sedan,custom,id
