region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color,state
birmingham,8888,2005.0,nissan,altima 3.5 sl,excellent,6 cylinders,gas,53320.0,clean,automatic,fwd,sedan,brown,al
birmingham,7900,2013.0,nissan,pathfinder,good,6 cylinders,gas,152400.0,clean,automatic,fwd,SUV,white,al
birmingham,5500,2008.0,nissan,altima,like new,4 cylinders,gas,150000.0,clean,automatic,fwd,sedan,white,al
birmingham,12900,2014.0,nissan,rogue sv,good,4 cylinders,gas,120211.0,clean,automatic,fwd,SUV,red,al
birmingham,8995,2005.0,nissan,altima 3.5 sl,excellent,6 cylinders,gas,53320.0,clean,automatic,fwd,sedan,brown,al
birmingham,18900,2019.0,nissan,altima,good,4 cylinders,gas,47421.0,clean,automatic,fwd,sedan,grey,al
birmingham,34900,2020.0,nissan,pathfinder,excellent,6 cylinders,gas,15400.0,clean,automatic,rwd,SUV,white,al
birmingham,1800,2007.0,nissan,pathfinder,fair,6 cylinders,gas,147000.0,clean,automatic,fwd,SUV,grey,al
birmingham,8500,2015.0,nissan,altima 2.5 s,excellent,4 cylinders,gas,100000.0,clean,automatic,fwd,sedan,white,al
birmingham,2700,2004.0,nissan,maxima,good,6 cylinders,gas,200000.0,clean,automatic,fwd,sedan,white,al
birmingham,15900,2017.0,nissan,frontier sv,good,4 cylinders,gas,28650.0,rebuilt,automatic,rwd,truck,white,al
birmingham,26900,1994.0,nissan,skyline gts,good,4 cylinders,gas,59384.0,clean,manual,rwd,coupe,black,al
birmingham,6800,2010.0,nissan,altima,like new,4 cylinders,gas,139000.0,clean,automatic,fwd,coupe,black,al
birmingham,22900,2018.0,nissan,frontier,good,4 cylinders,gas,14570.0,clean,automatic,rwd,truck,custom,al
birmingham,21990,2018.0,nissan,maxima,good,6 cylinders,gas,25500.0,clean,automatic,fwd,sedan,white,al
birmingham,12900,2013.0,nissan,frontier s king cab,good,4 cylinders,gas,47751.0,rebuilt,manual,rwd,pickup,silver,al
birmingham,16900,2015.0,nissan,pathfinder sv,like new,6 cylinders,gas,78808.0,clean,automatic,fwd,SUV,red,al
birmingham,18900,2019.0,nissan,altima,good,4 cylinders,gas,44276.0,clean,automatic,fwd,sedan,silver,al
florence / muscle shoals,4100,2004.0,nissan,armada,good,8 cylinders,gas,226000.0,clean,automatic,4wd,SUV,grey,al
florence / muscle shoals,3500,2006.0,nissan,altima 3.5 sl,good,6 cylinders,gas,287000.0,clean,automatic,fwd,sedan,white,al
gadsden-anniston,8500,2011.0,nissan,quest s,like new,6 cylinders,gas,121000.0,clean,automatic,fwd,mini-van,white,al
huntsville / decatur,6499,2012.0,nissan,altima,excellent,4 cylinders,gas,140000.0,clean,automatic,fwd,sedan,silver,al
huntsville / decatur,9850,2015.0,nissan,altima 2.5 s,excellent,4 cylinders,gas,88500.0,clean,automatic,fwd,sedan,red,al
huntsville / decatur,13763,2013.0,nissan,maxima s sedan 4d,like new,6 cylinders,gas,36959.0,rebuilt,automatic,fwd,sedan,white,al
huntsville / decatur,13900,2014.0,nissan,altima 2.5 s,excellent,4 cylinders,gas,34761.0,clean,automatic,fwd,sedan,brown,al
huntsville / decatur,23950,2015.0,nissan,370z,excellent,6 cylinders,gas,65919.0,clean,manual,rwd,coupe,silver,al
huntsville / decatur,19900,2018.0,nissan,rogue sv,excellent,4 cylinders,gas,66300.0,clean,automatic,fwd,SUV,blue,al
huntsville / decatur,8999,2014.0,nissan,sentra sv sedan 4d,like new,4 cylinders,gas,73262.0,rebuilt,automatic,fwd,sedan,green,al
huntsville / decatur,8995,2011.0,nissan,murano sl,excellent,6 cylinders,gas,113374.0,clean,automatic,fwd,SUV,silver,al
huntsville / decatur,10900,2009.0,nissan,titan,good,8 cylinders,gas,199912.0,clean,automatic,rwd,truck,silver,al
huntsville / decatur,9995,2011.0,nissan,rogue sv,excellent,4 cylinders,gas,92496.0,clean,automatic,fwd,SUV,white,al
huntsville / decatur,11500,2012.0,nissan,armada,like new,8 cylinders,gas,150000.0,rebuilt,automatic,rwd,SUV,silver,al
huntsville / decatur,9995,2014.0,nissan,altima 2.5 sv,excellent,4 cylinders,gas,111737.0,clean,automatic,fwd,sedan,white,al
huntsville / decatur,5977,2010.0,nissan,rogue,excellent,4 cylinders,gas,137000.0,rebuilt,automatic,fwd,SUV,silver,al
huntsville / decatur,7995,2011.0,nissan,altima 2.5 s,excellent,4 cylinders,gas,91763.0,clean,automatic,fwd,sedan,brown,al
huntsville / decatur,2900,2007.0,nissan,altima,like new,4 cylinders,gas,176067.0,clean,automatic,rwd,sedan,white,al
huntsville / decatur,48990,2019.0,nissan,armada,good,8 cylinders,gas,21412.0,clean,automatic,rwd,SUV,black,al
huntsville / decatur,8299,2015.0,nissan,altima 2.5 s,good,4 cylinders,gas,41000.0,rebuilt,automatic,fwd,sedan,silver,al
mobile,14980,2016.0,nissan,nv1500 cargo van,excellent,6 cylinders,gas,185193.0,clean,automatic,rwd,van,white,al
mobile,8950,2014.0,nissan,altima 2.5 4dr.,excellent,4 cylinders,gas,121984.0,clean,automatic,fwd,sedan,red,al
mobile,9950,2014.0,nissan,altima 2014,excellent,4 cylinders,gas,121984.0,clean,automatic,fwd,sedan,red,al
mobile,18900,2019.0,nissan,altima,good,4 cylinders,gas,47421.0,clean,automatic,fwd,sedan,grey,al
mobile,8995,2010.0,nissan,xterra,excellent,6 cylinders,gas,107678.0,clean,automatic,fwd,SUV,black,al
mobile,22900,2018.0,nissan,frontier,good,4 cylinders,gas,14570.0,clean,automatic,rwd,truck,custom,al
mobile,4488,2000.0,nissan,pathfinder,good,6 cylinders,gas,220000.0,clean,automatic,rwd,SUV,custom,al
mobile,18900,2019.0,nissan,altima,good,4 cylinders,gas,44276.0,clean,automatic,fwd,sedan,silver,al
montgomery,29990,2016.0,nissan,frontier crew cab pro-4x,good,6 cylinders,gas,24661.0,clean,automatic,4wd,pickup,white,al
montgomery,18900,2019.0,nissan,altima,good,4 cylinders,gas,47421.0,clean,automatic,fwd,sedan,grey,al
montgomery,22900,2018.0,nissan,frontier,good,4 cylinders,gas,14570.0,clean,automatic,rwd,truck,custom,al
montgomery,18900,2019.0,nissan,altima,good,4 cylinders,gas,44276.0,clean,automatic,fwd,sedan,silver,al
anchorage / mat-su,16000,2018.0,nissan,rogue awd 4dr sv,excellent,4 cylinders,gas,53111.0,rebuilt,automatic,4wd,SUV,white,ak
anchorage / mat-su,29995,2014.0,nissan,titan pro-4x,excellent,8 cylinders,gas,87841.0,clean,automatic,4wd,pickup,white,ak
anchorage / mat-su,17995,2012.0,nissan,armada sv 4x4,excellent,8 cylinders,gas,110953.0,clean,automatic,4wd,SUV,white,ak
anchorage / mat-su,29500,2019.0,nissan,frontier,excellent,6 cylinders,gas,23000.0,clean,automatic,4wd,truck,white,ak
anchorage / mat-su,12300,2011.0,nissan,xterra 4x4,excellent,6 cylinders,gas,92317.0,rebuilt,automatic,4wd,SUV,grey,ak
anchorage / mat-su,14995,2018.0,nissan,versa sv,like new,4 cylinders,gas,27751.0,clean,automatic,fwd,sedan,grey,ak
anchorage / mat-su,28995,2017.0,nissan,pathfinder sl 4wd,like new,6 cylinders,gas,33974.0,clean,automatic,4wd,SUV,red,ak
anchorage / mat-su,17995,2017.0,nissan,quest sv,like new,6 cylinders,gas,82003.0,clean,automatic,fwd,mini-van,black,ak
anchorage / mat-su,16995,2010.0,nissan,frontier se 4x4,excellent,6 cylinders,gas,92057.0,clean,automatic,4wd,pickup,grey,ak
anchorage / mat-su,14999,2018.0,nissan,sentra s,excellent,4 cylinders,gas,22755.0,clean,automatic,fwd,sedan,blue,ak
anchorage / mat-su,23999,2017.0,nissan,rogue sv,like new,4 cylinders,gas,42056.0,clean,automatic,4wd,SUV,silver,ak
anchorage / mat-su,12300,2011.0,nissan,xterra,excellent,6 cylinders,gas,92317.0,rebuilt,automatic,4wd,SUV,black,ak
anchorage / mat-su,19900,2019.0,nissan,rogue sv,excellent,4 cylinders,gas,19291.0,lien,automatic,4wd,SUV,silver,ak
anchorage / mat-su,13500,2013.0,nissan,armada,excellent,6 cylinders,gas,133000.0,clean,automatic,4wd,SUV,white,ak
anchorage / mat-su,12900,2019.0,nissan,versa,excellent,4 cylinders,gas,30047.0,clean,automatic,fwd,sedan,white,ak
anchorage / mat-su,17699,2018.0,nissan,altima s 2.5,excellent,4 cylinders,gas,21713.0,clean,automatic,fwd,sedan,black,ak
anchorage / mat-su,14500,1986.0,nissan,300zx,excellent,6 cylinders,gas,35838.0,clean,manual,fwd,other,silver,ak
anchorage / mat-su,6400,2005.0,nissan,titan se,excellent,8 cylinders,gas,157000.0,rebuilt,automatic,4wd,pickup,silver,ak
anchorage / mat-su,21900,2017.0,nissan,rogue sv awd,excellent,4 cylinders,gas,24737.0,clean,automatic,4wd,SUV,black,ak
anchorage / mat-su,9500,2017.0,nissan,altima,like new,4 cylinders,gas,67000.0,rebuilt,automatic,fwd,sedan,grey,ak
anchorage / mat-su,9900,2008.0,nissan,juke sv,excellent,4 cylinders,gas,129000.0,clean,automatic,4wd,hatchback,yellow,ak
fairbanks,4000,2005.0,nissan,sentra,good,4 cylinders,gas,212300.0,clean,automatic,fwd,sedan,white,ak
fairbanks,34750,2016.0,nissan,titan xd,excellent,8 cylinders,diesel,92000.0,lien,automatic,4wd,truck,silver,ak
flagstaff / sedona,2200,2002.0,nissan,sentra,good,4 cylinders,gas,89883.0,clean,manual,fwd,sedan,silver,az
flagstaff / sedona,24495,2014.0,nissan,frontier,like new,6 cylinders,gas,83000.0,clean,automatic,4wd,truck,blue,az
flagstaff / sedona,4295,2003.0,nissan,murano,good,6 cylinders,gas,165078.0,clean,automatic,fwd,SUV,custom,az
flagstaff / sedona,29990,2016.0,nissan,frontier crew cab pro-4x,good,6 cylinders,gas,24661.0,clean,automatic,4wd,pickup,white,az
flagstaff / sedona,4500,2005.0,nissan,maxima sl,good,6 cylinders,gas,143000.0,clean,automatic,fwd,sedan,green,az
flagstaff / sedona,5900,2006.0,nissan,armada se,good,8 cylinders,gas,226000.0,clean,automatic,rwd,SUV,white,az
flagstaff / sedona,4900,2014.0,nissan,versa note sv,good,4 cylinders,gas,206000.0,clean,automatic,fwd,hatchback,silver,az
flagstaff / sedona,8900,2013.0,nissan,rogue,good,4 cylinders,gas,108000.0,clean,automatic,4wd,SUV,silver,az
flagstaff / sedona,2900,2006.0,nissan,murano,fair,6 cylinders,gas,230407.0,clean,automatic,fwd,SUV,silver,az
flagstaff / sedona,4500,2007.0,nissan,altima s,good,4 cylinders,gas,188000.0,clean,automatic,fwd,sedan,white,az
flagstaff / sedona,13495,2004.0,nissan,frontier,like new,6 cylinders,gas,100000.0,clean,automatic,rwd,truck,black,az
mohave county,3995,2004.0,nissan,maxima,like new,6 cylinders,gas,111000.0,clean,automatic,fwd,sedan,white,az
mohave county,12500,2015.0,nissan,rogue,good,6 cylinders,gas,76000.0,clean,automatic,fwd,SUV,grey,az
phoenix,4900,2007.0,nissan,xterra,excellent,6 cylinders,gas,139000.0,clean,automatic,rwd,SUV,blue,az
phoenix,7950,2015.0,nissan,rogue,good,4 cylinders,gas,119000.0,clean,automatic,4wd,SUV,white,az
phoenix,9999,2010.0,nissan,murano sl,good,6 cylinders,gas,131000.0,clean,automatic,fwd,SUV,brown,az
phoenix,9999,2009.0,nissan,titan pro-4x,good,8 cylinders,gas,212933.0,clean,automatic,4wd,truck,white,az
phoenix,13999,2009.0,nissan,titan,excellent,8 cylinders,gas,113264.0,clean,automatic,rwd,truck,silver,az
phoenix,26995,2017.0,nissan,nv,good,6 cylinders,gas,52491.0,clean,automatic,rwd,van,white,az
phoenix,12995,2016.0,nissan,sentra,excellent,4 cylinders,gas,49400.0,clean,automatic,fwd,sedan,grey,az
phoenix,10950,2005.0,nissan,350z,good,6 cylinders,gas,69500.0,clean,automatic,rwd,convertible,silver,az
phoenix,16900,2012.0,nissan,armada platinum,excellent,8 cylinders,gas,109762.0,clean,automatic,4wd,SUV,white,az
phoenix,8999,2013.0,nissan,altima 2.5 sv,excellent,4 cylinders,gas,130522.0,clean,automatic,fwd,sedan,black,az
phoenix,8999,2015.0,nissan,versa note sr,like new,4 cylinders,gas,94831.0,clean,automatic,fwd,sedan,white,az
phoenix,14599,2016.0,nissan,altima 2.5 s,excellent,4 cylinders,gas,81416.0,clean,automatic,fwd,sedan,silver,az
phoenix,4900,2006.0,nissan,titan king cab 4x4,fair,8 cylinders,gas,180000.0,rebuilt,automatic,4wd,pickup,grey,az
phoenix,8999,2013.0,nissan,altima,excellent,4 cylinders,gas,124000.0,clean,automatic,4wd,sedan,black,az
phoenix,16500,2012.0,nissan,armada,excellent,8 cylinders,gas,111000.0,clean,automatic,rwd,SUV,blue,az
phoenix,16995,2017.0,nissan,altima,excellent,4 cylinders,gas,66803.0,clean,automatic,fwd,sedan,silver,az
phoenix,32800,2018.0,nissan,titan,excellent,8 cylinders,gas,5782.0,clean,automatic,rwd,truck,red,az
phoenix,28995,2017.0,nissan,nv,good,6 cylinders,gas,50811.0,clean,automatic,rwd,van,white,az
phoenix,16995,2017.0,nissan,frontier,good,4 cylinders,gas,75852.0,clean,automatic,rwd,pickup,white,az
phoenix,5500,2009.0,nissan,altima 2.5 s,excellent,4 cylinders,gas,151000.0,clean,automatic,fwd,sedan,blue,az
phoenix,14823,2004.0,nissan,350z,excellent,6 cylinders,gas,37334.0,clean,automatic,rwd,convertible,black,az
phoenix,6500,2015.0,nissan,versa,excellent,4 cylinders,gas,87000.0,salvage,automatic,fwd,sedan,grey,az
phoenix,4900,2008.0,nissan,altima,good,4 cylinders,gas,140000.0,clean,automatic,fwd,sedan,green,az
phoenix,15500,2018.0,nissan,nv200,excellent,3 cylinders,gas,32000.0,clean,automatic,fwd,van,white,az
phoenix,4800,2005.0,nissan,pathfinder,good,4 cylinders,gas,96000.0,clean,automatic,fwd,SUV,grey,az
phoenix,25990,2014.0,nissan,370z touring coupe 2d,good,6 cylinders,gas,14498.0,clean,automatic,rwd,coupe,white,az
phoenix,2500,2002.0,nissan,pathfinder le,fair,6 cylinders,gas,195000.0,clean,automatic,rwd,SUV,blue,az
phoenix,9000,2015.0,nissan,altima,good,4 cylinders,gas,79000.0,clean,automatic,fwd,sedan,custom,az
phoenix,10999,2004.0,nissan,titan,excellent,8 cylinders,gas,204934.0,clean,automatic,4wd,pickup,white,az
phoenix,1900,1994.0,nissan,altima,good,4 cylinders,gas,300000.0,clean,manual,rwd,truck,white,az
phoenix,1550,1999.0,nissan,altima,good,4 cylinders,gas,180000.0,clean,automatic,fwd,sedan,white,az
phoenix,6175,2014.0,nissan,altima s,excellent,4 cylinders,gas,91000.0,rebuilt,automatic,fwd,sedan,red,az
phoenix,8900,2006.0,nissan,titan se,good,8 cylinders,gas,150304.0,clean,automatic,rwd,pickup,grey,az
phoenix,19250,1990.0,nissan,300zx coupe with t-tops,like new,6 cylinders,gas,65000.0,clean,manual,rwd,coupe,red,az
phoenix,29990,2019.0,nissan,maxima platinum sedan 4d,good,6 cylinders,other,10714.0,clean,automatic,fwd,sedan,black,az
prescott,25999,2019.0,nissan,frontier,like new,6 cylinders,gas,35343.0,clean,automatic,4wd,truck,white,az
prescott,29990,2016.0,nissan,frontier crew cab pro-4x,good,6 cylinders,gas,24661.0,clean,automatic,4wd,pickup,white,az
prescott,6500,2005.0,nissan,altima,good,4 cylinders,gas,150000.0,clean,automatic,fwd,sedan,silver,az
prescott,6400,2006.0,nissan,armada,good,8 cylinders,gas,233409.0,clean,automatic,fwd,SUV,silver,az
prescott,7474,2014.0,nissan,versa note,like new,4 cylinders,gas,81148.0,clean,automatic,fwd,hatchback,silver,az
prescott,22795,2018.0,nissan,rogue,like new,4 cylinders,gas,30653.0,clean,automatic,4wd,SUV,silver,az
prescott,22995,2020.0,nissan,altima,like new,4 cylinders,gas,5303.0,clean,automatic,fwd,sedan,grey,az
prescott,22998,2020.0,nissan,altima,like new,4 cylinders,gas,4770.0,clean,automatic,fwd,sedan,black,az
prescott,22794,2018.0,nissan,rogue,like new,4 cylinders,gas,24359.0,clean,automatic,4wd,sedan,silver,az
show low,4295,2003.0,nissan,murano,good,6 cylinders,gas,165078.0,clean,automatic,fwd,SUV,custom,az
show low,18998,2018.0,nissan,rogue sport,excellent,4 cylinders,gas,56108.0,clean,automatic,4wd,SUV,black,az
show low,9500,2015.0,nissan,altima,excellent,4 cylinders,gas,129535.0,clean,automatic,fwd,sedan,red,az
tucson,22000,2016.0,nissan,frontier,like new,6 cylinders,gas,94000.0,lien,automatic,4wd,truck,silver,az
tucson,26995,2017.0,nissan,nv,good,6 cylinders,gas,52491.0,clean,automatic,rwd,van,white,az
tucson,4200,2009.0,nissan,altima,good,4 cylinders,gas,198000.0,rebuilt,automatic,fwd,sedan,blue,az
tucson,28995,2017.0,nissan,nv,good,6 cylinders,gas,50811.0,clean,automatic,rwd,van,white,az
tucson,16995,2017.0,nissan,frontier,good,4 cylinders,gas,75852.0,clean,automatic,rwd,pickup,white,az
tucson,5995,2015.0,nissan,versa note,good,4 cylinders,gas,105000.0,clean,automatic,fwd,hatchback,blue,az
tucson,4995,2003.0,nissan,xterra,good,6 cylinders,gas,152062.0,clean,automatic,fwd,SUV,blue,az
tucson,19995,2019.0,nissan,sentra,excellent,4 cylinders,gas,21000.0,clean,automatic,fwd,sedan,white,az
tucson,16995,2017.0,nissan,altima,excellent,4 cylinders,gas,53000.0,clean,automatic,fwd,sedan,black,az
tucson,11995,2015.0,nissan,rogue select,excellent,4 cylinders,gas,73000.0,clean,automatic,fwd,SUV,grey,az
tucson,10999,2016.0,nissan,altima,like new,4 cylinders,gas,73484.0,clean,automatic,fwd,sedan,purple,az
tucson,9999,2010.0,nissan,maxima,like new,6 cylinders,gas,99132.0,clean,automatic,fwd,sedan,blue,az
tucson,14999,2018.0,nissan,rouge,good,4 cylinders,gas,127521.0,clean,automatic,rwd,SUV,white,az
tucson,15995,2017.0,nissan,rogue,excellent,4 cylinders,gas,72000.0,clean,automatic,fwd,SUV,white,az
tucson,6750,2013.0,nissan,rogue s awd,like new,4 cylinders,gas,159000.0,clean,automatic,4wd,SUV,red,az
tucson,3900,2001.0,nissan,frontier xe,excellent,4 cylinders,gas,247000.0,clean,manual,rwd,pickup,red,az
tucson,9995,2017.0,nissan,versa sedan,excellent,4 cylinders,gas,89000.0,clean,automatic,fwd,sedan,grey,az
tucson,13995,2018.0,nissan,sentra,excellent,4 cylinders,gas,79000.0,clean,automatic,fwd,sedan,grey,az
tucson,5250,2002.0,nissan,xterra xe 4x4,good,6 cylinders,gas,182979.0,clean,automatic,4wd,SUV,silver,az
tucson,8999,2014.0,nissan,maxima,excellent,6 cylinders,gas,125207.0,clean,automatic,fwd,coupe,black,az
tucson,11995,2017.0,nissan,altima,excellent,4 cylinders,gas,114000.0,clean,automatic,fwd,sedan,grey,az
tucson,7295,2006.0,nissan,armada,good,8 cylinders,gas,126340.0,clean,automatic,4wd,SUV,silver,az
tucson,20995,2017.0,nissan,rogue,excellent,4 cylinders,gas,36000.0,clean,automatic,fwd,SUV,silver,az
tucson,4500,2012.0,nissan,sentra,good,4 cylinders,gas,82200.0,salvage,automatic,fwd,sedan,red,az
tucson,2500,2010.0,nissan,rogue sl,good,4 cylinders,gas,219507.0,clean,automatic,fwd,SUV,grey,az
tucson,18990,2016.0,nissan,pathfinder sv sport,good,6 cylinders,gas,68815.0,clean,automatic,4wd,SUV,black,az
tucson,8995,2015.0,nissan,versa note,excellent,4 cylinders,gas,81000.0,clean,automatic,fwd,sedan,silver,az
tucson,6495,2004.0,nissan,xterra,good,6 cylinders,gas,140514.0,clean,automatic,4wd,SUV,green,az
tucson,11995,2017.0,nissan,versa,excellent,4 cylinders,gas,38000.0,clean,automatic,fwd,sedan,white,az
tucson,8995,2015.0,nissan,versa note,excellent,4 cylinders,gas,52000.0,clean,manual,fwd,sedan,grey,az
tucson,5800,2006.0,nissan,titan 4x4,fair,8 cylinders,gas,244000.0,clean,automatic,4wd,pickup,white,az
tucson,12995,2015.0,nissan,altima,excellent,4 cylinders,gas,93000.0,clean,automatic,fwd,sedan,white,az
tucson,7450,2011.0,nissan,maxima sv,like new,6 cylinders,gas,118000.0,clean,automatic,fwd,sedan,red,az
tucson,4999,2006.0,nissan,maxima,excellent,6 cylinders,gas,102374.0,salvage,automatic,fwd,sedan,brown,az
tucson,9995,2017.0,nissan,versa sedan,excellent,4 cylinders,gas,63000.0,clean,manual,fwd,sedan,silver,az
tucson,11995,2017.0,nissan,sentra,excellent,4 cylinders,gas,79000.0,clean,automatic,fwd,sedan,silver,az
tucson,7495,2010.0,nissan,xterra,good,6 cylinders,gas,140581.0,clean,automatic,rwd,SUV,silver,az
tucson,13995,2016.0,nissan,rogue,excellent,4 cylinders,gas,84000.0,clean,automatic,4wd,SUV,black,az
tucson,10995,2017.0,nissan,versa,excellent,4 cylinders,gas,38000.0,clean,automatic,fwd,sedan,grey,az
tucson,6000,2017.0,nissan,versa,excellent,4 cylinders,gas,95104.0,clean,manual,fwd,coupe,silver,az
tucson,5800,2011.0,nissan,rogue,excellent,4 cylinders,gas,171068.0,clean,automatic,fwd,SUV,black,az
yuma,3500,2001.0,nissan,sentra,excellent,4 cylinders,gas,147000.0,clean,automatic,fwd,sedan,white,az
yuma,9950,2004.0,nissan,ud 1500,good,4 cylinders,diesel,115000.0,clean,automatic,fwd,truck,white,az
yuma,8500,2006.0,nissan,murano sl,excellent,6 cylinders,gas,117000.0,clean,automatic,fwd,SUV,white,az
yuma,2999,2000.0,nissan,quest,good,6 cylinders,gas,185000.0,clean,automatic,fwd,SUV,silver,az
fayetteville,4900,2011.0,nissan,sentra,like new,4 cylinders,gas,141548.0,clean,automatic,fwd,sedan,black,ar
fayetteville,12788,2014.0,nissan,maxima 3.5 s,good,6 cylinders,other,78535.0,clean,automatic,fwd,sedan,black,ar
fayetteville,14995,2013.0,nissan,armada,good,8 cylinders,gas,155000.0,clean,automatic,4wd,SUV,white,ar
fayetteville,13500,2013.0,nissan,pathfinder,good,6 cylinders,gas,145000.0,clean,automatic,fwd,SUV,custom,ar
fayetteville,9950,2018.0,nissan,sentra,excellent,4 cylinders,gas,93000.0,clean,automatic,fwd,sedan,white,ar
fayetteville,2900,2002.0,nissan,sentra gxe,good,4 cylinders,gas,143000.0,clean,manual,fwd,sedan,grey,ar
fayetteville,4995,2001.0,nissan,xterra xe v6 4dr 4wd suv,good,6 cylinders,gas,227901.0,clean,manual,4wd,hatchback,yellow,ar
fayetteville,6500,2015.0,nissan,versa note sv,like new,4 cylinders,gas,122000.0,clean,automatic,fwd,hatchback,black,ar
fayetteville,10900,2007.0,nissan,frontier lx 4x4,excellent,6 cylinders,gas,161317.0,clean,automatic,4wd,pickup,red,ar
fayetteville,5900,2012.0,nissan,sentra gxe,good,4 cylinders,gas,144000.0,clean,automatic,fwd,sedan,white,ar
fayetteville,4250,2008.0,nissan,altima,good,4 cylinders,gas,171242.0,clean,manual,fwd,coupe,white,ar
fayetteville,6500,2013.0,nissan,altima,good,4 cylinders,gas,138558.0,clean,automatic,fwd,sedan,black,ar
fayetteville,6500,2013.0,nissan,maxima,good,6 cylinders,gas,161282.0,clean,automatic,fwd,sedan,black,ar
fayetteville,6750,2014.0,nissan,altima sv,like new,4 cylinders,gas,174000.0,clean,automatic,fwd,sedan,white,ar
fayetteville,5900,2012.0,nissan,versa sv,excellent,4 cylinders,gas,107000.0,clean,automatic,fwd,sedan,white,ar
fayetteville,16000,2016.0,nissan,altima 2.5 sv,excellent,4 cylinders,gas,28300.0,clean,automatic,fwd,sedan,brown,ar
fayetteville,11500,2009.0,nissan,370z touring,good,6 cylinders,gas,162000.0,clean,automatic,rwd,hatchback,red,ar
fayetteville,11288,2012.0,nissan,murano sv,good,6 cylinders,other,83162.0,clean,automatic,fwd,hatchback,black,ar
fayetteville,5950,2016.0,nissan,versa,good,4 cylinders,gas,93000.0,rebuilt,automatic,fwd,hatchback,silver,ar
fayetteville,13800,2019.0,nissan,versa sedan,good,4 cylinders,gas,47123.0,clean,automatic,fwd,sedan,white,ar
fayetteville,14900,2017.0,nissan,altima sr,like new,4 cylinders,gas,56539.0,clean,automatic,fwd,sedan,white,ar
fayetteville,16388,2016.0,nissan,pathfinder sv,good,6 cylinders,other,64816.0,clean,automatic,fwd,hatchback,black,ar
fort smith,9988,2013.0,nissan,frontier,like new,4 cylinders,gas,200000.0,clean,automatic,rwd,truck,white,ar
fort smith,8950,2016.0,nissan,sentra,excellent,4 cylinders,gas,51000.0,rebuilt,automatic,fwd,sedan,white,ar
fort smith,16988,2010.0,nissan,370z,like new,6 cylinders,gas,84000.0,clean,automatic,rwd,coupe,silver,ar
jonesboro,17483,2016.0,nissan,altima sr,excellent,4 cylinders,gas,64714.0,clean,automatic,fwd,sedan,white,ar
jonesboro,17483,2016.0,nissan,altima,excellent,4 cylinders,gas,64714.0,clean,automatic,fwd,sedan,white,ar
jonesboro,18753,2017.0,nissan,altima,excellent,4 cylinders,gas,67102.0,clean,automatic,fwd,sedan,black,ar
jonesboro,10933,2017.0,nissan,versa,excellent,4 cylinders,gas,16982.0,clean,automatic,fwd,sedan,silver,ar
jonesboro,15793,2016.0,nissan,altima sv,excellent,4 cylinders,gas,48426.0,clean,automatic,fwd,sedan,blue,ar
little rock,6800,2010.0,nissan,xterra,like new,6 cylinders,gas,146000.0,rebuilt,automatic,rwd,SUV,grey,ar
little rock,29990,2016.0,nissan,frontier crew cab pro-4x,good,6 cylinders,gas,24661.0,clean,automatic,4wd,pickup,white,ar
little rock,4250,2002.0,nissan,xterra 4x4,excellent,6 cylinders,gas,204000.0,clean,automatic,4wd,SUV,white,ar
little rock,7950,2018.0,nissan,versa sv,excellent,4 cylinders,gas,48950.0,rebuilt,automatic,fwd,sedan,grey,ar
little rock,21000,2015.0,nissan,frontier sv crew cab,excellent,6 cylinders,gas,72000.0,clean,automatic,4wd,truck,silver,ar
little rock,8950,2016.0,nissan,sentra,excellent,4 cylinders,gas,51000.0,rebuilt,automatic,fwd,sedan,white,ar
little rock,25900,2019.0,nissan,frontier sv crew cab,like new,6 cylinders,gas,8400.0,clean,automatic,rwd,truck,grey,ar
bakersfield,7975,2008.0,nissan,maxima,excellent,6 cylinders,gas,147000.0,clean,automatic,fwd,sedan,white,ca
bakersfield,6975,2006.0,nissan,xterra,excellent,6 cylinders,gas,142000.0,clean,automatic,rwd,SUV,white,ca
bakersfield,5998,2007.0,nissan,altima,excellent,4 cylinders,gas,181954.0,clean,automatic,fwd,sedan,grey,ca
bakersfield,6495,2008.0,nissan,quest 3.5 se,good,6 cylinders,gas,134705.0,clean,automatic,fwd,mini-van,silver,ca
bakersfield,6000,2008.0,nissan,titan,good,8 cylinders,gas,220000.0,clean,automatic,rwd,truck,brown,ca
bakersfield,6726,2010.0,nissan,sentra,excellent,4 cylinders,gas,95017.0,clean,manual,fwd,sedan,silver,ca
bakersfield,6975,2013.0,nissan,altima,excellent,4 cylinders,gas,155000.0,clean,automatic,fwd,sedan,black,ca
bakersfield,16500,2005.0,nissan,350z,like new,6 cylinders,gas,23500.0,clean,automatic,rwd,coupe,silver,ca
bakersfield,6950,2008.0,nissan,altima se,excellent,6 cylinders,gas,60567.0,clean,automatic,fwd,sedan,black,ca
bakersfield,9300,2013.0,nissan,rogue,excellent,4 cylinders,gas,99000.0,clean,automatic,fwd,SUV,grey,ca
bakersfield,2000,1995.0,nissan,altima,good,4 cylinders,gas,160000.0,salvage,manual,rwd,pickup,red,ca
bakersfield,6000,2013.0,nissan,sentra sv,good,4 cylinders,gas,125000.0,clean,automatic,fwd,sedan,white,ca
